url,title,keyword,date,desc,img
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_01j.html,日本観光の魅力（仮訳）,"おもて,ガーディアン,という,として,高まっ,温かい,暮らし,マスコットキャラクター,迎える,イギリス,日刊紙,トラベル,アワード,ランキング,において,ベルリン,シドニー,アンディ,ピエトラジク,について,ネオンライト,ハイテク,ストリートファッション,ところ,できる,逃れる,楽しめる,れつつ,Tweet",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_02j.html,羽田、世界へ（仮訳）,"アクセス,おもて,始まっ,という,モノレール,国際線,ロビー,かから,大きな,ターミナルビル,町並み,オープン,とんかつ,日本食,フランス,レストラン,観光庁,による,人向け,コンテスト,日本らしい,デザイン,あしらっ,シャツ,買える,日本語,カウンター,決まっ,として,Tweet",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_03j.html,日本流おもてなし（仮訳）,"加賀屋,サービス,おもて,ホテル,すべて,さらに,温かい,スタイル,により,によって,ザ・リッツ,カールトン,ホスピタリティ,ポーター,コンシェルジュ,ハウスキーパー,に対し,呼ばれる,おける,とりも,まさお,サイズ,見極め,それぞれ,見どころ,好き嫌い,さりげ,聞き出し,はかる,ささやか",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_04j.html,日本的サービスの魅力（仮訳）,"ところ,オランダ,すごく,サービス,皆さん,ルート,ながら,ホテル,泊まっ,出会っ,ワイン,そんな,優しい,フランス,フレンドリー,ほとんど,ロサンゼルス,おいしく,スペース,おもて,スカイバス,Sky,Bus,Tokyo,コース,Imperial,Palace,Ginza,Marunouchi,Course",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_05j.html,旅行者便利情報（仮訳）,"および,ところ,できる,メニュー,ほとんど,少なく,詳しく,サイト,www,ホテル,しかし,リーズナブル,レストラン,おもて,すばやく,主要駅,アナウンス,日本語,ジャパンレールパス,でしか,Japan,Rail,Pass,japanrailpass,net,jnto,eng,arrange,attractions,practical",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_06j.html,日本で広がる医療観光（仮訳）,"観光庁,ツアー,サービス,取り組み,おもて,広がる,センター,によれ,アジアトップ,という,トップ,珍しい,ドック,呼ばれる,ニーズ,ところ,おける,プロモーション,スタート,ドクタープロモーション,および,ＰＥＴ,組み合わせ,により,レベル,目指し,受け入れ,自治体,きっかけ,取り組む",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_07j.html,国際会議や見本市の誘致（仮訳）,"MICE,イベント,メリット,COP,神奈川,アジア,観光庁,について,サービス,もらっ,おもて,アクションプラン,まとめ,Meeting,Incentive,Travel,Convention,スポーツ,見本市,Event,Exhibition,頭文字,集まり,られる,ホテル,そして,APEC,大規模,こうし,マスメディア",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_08j.html,ゆるキャラサミット（仮訳）,"キャラ,キャラクター,マスコットキャラクター,デザイン,それぞれ,ゆるい,おもて,キャラサミット,町おこし,品ＰＲ,マスコット,手作り,あふれ,ミッキーマウス,言える,なごませる,笑わせる,かわいい,東日本,さみっと,イベント,海や山,少ない,切り札として,ステージ,ダンス,身振り,手振り,呼びかけ,Tweet",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_09j.html,冒険を安全に愉しめる国、日本（仮訳）,"でしょ,という,泊まっ,ホテル,楽しみ,できる,らしい,日本人,ほしい,そして,カプセルホテル,おもて,愉しめる,テレビ,ラジオ,数々生,エッセー,アカデミー,おくりびと,として,知られる,レストラン,自治体,コンサルタント,携わっ,観光庁,アドバイザー,味わえ,ありふれ,美味しい",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_10j.html,Japan. Endless Discovery.（仮訳）,"として,スポーツ,Japan,Endless,Discovery,でしょ,スキー,という,について,取り組み,エコツーリズム,といっ,出来る,イベント,おもて,ジャパンジャーナル,目指し,おきまし,伸ばす,上回る,JNTO,インターネットサイト,アニメ,ファッション,に関し,自治体,取り除く,ハングル,増やす,あるい",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_11j.html,ボゴール目標達成への道筋（仮訳）,"APEC,アジア,という,ボゴール,TPP,FTAAP,そして,エコノミー,ASEAN,によって,ビジョン,として,ブロック,新しい,秀次郎,ださい,大きな,目指す,ピーク,こうし,さらに,しかし,しまう,枠組み,つまり,たわけ,シナリオ,ますね,でしょ,WTO",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_12j.html,クール・ジャパン・スケジュール2011（仮訳）,"ファッション,ダボス,アニメーション,ジャナドリア,メディア,マンガ,ジャパンエキスポ,トリエンナーレ,ジャパンナイト,スイス,として,文化庁,迎える,東京発,ウィーク,サウジアラビア,ゲーム,フランス,イベント,JAPAN,コンテンツフェスティバル,コフェスタ,TOPICS,クール,ジャパン,スケジュール,日独交流,クウェート,バルト,セントラル",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_13j.html,日本人のノーベル賞受賞（仮訳）,"ノーベル,クロスカップリング,という,パラジウム,そして,日本人,アメリカ,ヘック,おける,パラジム,しかし,さらに,により,スピーチ,でしょ,トピックス,パデュー,英一特別,北海道,デラウウェア,リチャード,プラスチック,作られ,ただ単,混ぜ合わせ,起こら,結びつける,として,やすい,加える",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_14j.html,超合金でエコエンジン（仮訳）,"タービンブレード,ジェット,エンジン,大きな,により,細かく,ガスタービン,ニッケルベース,ボーイング,できる,という,センター,られる,エネルギー,吸い込ん,ニッケル,新世代,発電所,エコエンジン,新しい,リーダー,上がる,たかが,でしょ,によって,つとめる,ファンジェットエンジン,ファン,にわたり,として",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_15j.html,工房織座（仮訳）,"こよろけ,もじり,weave,織り方,生まれる,ものづくり,デザイン,マフラー,づくり,織り物,しかし,タオル,機織り機,ゆっくり,られる,からくり,風合い,一列機,ユニーク,スピリッツ,平織り,plain,綾織り,twill,satin,ベース,さまざまに,アレンジ,パターン,構える",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201101/201101_16j.html,スピリチュアル・ツーリズム（仮訳）,"メートル,コース,訪れる,稲荷山,太平洋,それぞれ,ニューツーリズム,スピリチュアル,ツーリズム,山として,パワースポット,られる,にかけ,賑わう,初詣客,初めて,始まっ,それから,迎える,神として,広がっ,建ち並ぶ赤い,願い事,広まり,突き出,連なる,恵まれ,育まれ,高野山,ポップ",2011-01-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_01j.html,環境に優しいまちづくり（仮訳）,"パネル,神奈川,優しい,まちづくり,ズラリ,小学校,科学省,スクール,ニューディール,による,隔てる,囲まれ,できる,新しく,教授ら,ベンチャー,エリーパワー,によって,リチウムイオン,システム,避難所,として,前より,感じる,もって,ながら,取組み,Tweet",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_02j.html,低炭素観光地（仮訳）,"宇奈月,自動車,プロジェクト,として,大自然,でんき,ツェルマット,レンタル,流れる,もらえる,クリーンエネルギー,北アルプス,知られ,トロッコ,がめる,楽しめる,めざし,リゾート,スイス,マッターホルン,モデル,やさしい,街づくり,という,ガソリン,取り組み,きっかけ,集まっ,立ち上げる,アシスト",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_03j.html,都市を彩るLED（仮訳）,"LED,イベント,LIGHTOPIA,グリーン,上がる,という,にかけ,迎える,駅近く,水公園,テーマ,小学生,メッセージ,明かり,アンビエント,キャンドルパーク,ローソク,浮かび,醸し出す,作られ,白く美しい,首飾り,インスタレーション,COP,にちなみ,形どっ,タペストリー,そして,ビジネス,カーネーション",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_04j.html,エコファクトリー（仮訳）,"パネル,エネルギー,として,グリーンフロント,取り組み,という,できる,シャープ,タイル,リジェネレイティブバーナー,マザーガラス,ガラス,各工場,システム,により,エコファクトリー,やさしい,役立ち,ながっ,目指す,メーカー,知られる,ＩＮＡX,サステナブル,イノベーション,リサイクル,エコカー,しかし,ところ,わかり",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_05j.html,エコプロダクツ2010（仮訳）,"できる,エコプロダクツ,として,充電器,高まっ,パフカル,ソニー,ポケットブック,ビッグサイト,迎える,自動車,エネルギー,さまざまな,サービス,ソーラーケータイ,ソーラー,パネル,太陽光,コネクタ,つなぐ,iphone,スマートフォン,モバイルゲーム,リンクスインターナショナル,つくっ,システム,増やす,取り組み,サントリーミドリエ,替わる",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_06j.html,ＣＯ２フリーの自然エネルギーによる生活（仮訳）,"として,システム,スマートハウス,エネルギー,による,によって,イオスエナジーマネジメント,グループ,ＮＡＳ,発電所,フリー,こうし,恵まれ,大きく,さまざまな,モデル,製作所,パナソニック,トヨタ,HEMS,プラグインハイブリッド,自動車,レイクタウン,パネル,ヒートポンプ,できる,プロジェクト,蓄電池,さらに,自然エネルギー",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_07j.html,環境保全と経済成長の両立を可能にするコベネフィット・アプローチ（仮訳）,"コベネフィット,アプローチ,GHG,CDM,として,省エネ,エネルギー,おける,途上国,に対し,という,取り組ん,さらに,そして,モデル,により,できる,取り組み,ジャパンジャーナル,与える,根強い,出来る,なけれ,こうした,ニーズ,ながら,メタン,られる,これら,ショック",2011-02-01,,
https://www.gov-online.go.jp/eng/publicity/book/hlj/html/201102/201102_08j.html,エコなオフィス（仮訳）,"エコッツェリア,オフィス,できる,システム,新丸ビル,働く人,パソコン,られる,により,という,そこに,平方メートル,高める,関する,セミナー,スペース,事務室,合わせ,ＬＥＤ,さらに,パイプ,取り付け,パネル,ファン,ポンプ,床や扉,テーブル,新聞紙,ベンチ,リユース",2011-02-01,,
